newId,SP,Region,RCRegion,Province,Residence,Gender,Dis,District,VillageNeighborhood,Lon,Lat,wave,Urbanity,Village,UrbanRuralStatus,UrbanRuralStatus14,DariVillage,Kishstartnumber,Urban,Metro,district_TAF_2015,Name,client
1201549,1549,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,HAJI MUBIN KHAN WA KHUDAY RAHIM,64.28592,31.38965,20,,,,,,,,,,,ANQAR
1201550,1550,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,MARKAZ WALLIWALI,64.31941999999999,31.386,20,,,,,,,,,,,ANQAR
1201551,1551,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,SAYYID AQA NOOR WA QAZI KHAIL,64.3096,31.35327,20,,,,,,,,,,,ANQAR
1201552,1552,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,DIN MOHAMMAD HAJI AHMAD,64.16909,31.14013,20,,,,,,,,,,,ANQAR
1201553,1553,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,HAJHI WAZER RAHMT KHAN,64.19044,31.09396,20,,,,,,,,,,,ANQAR
1201554,1554,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,NAZAR JOUFT MULLAH DAD MOHAMMAD,64.23577,31.12514,20,,,,,,,,,,,ANQAR
1201555,1555,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,DEWALA HAJI MOHAMMAD WALI,64.24232000000001,31.07638,20,,,,,,,,,,,ANQAR
1201556,1556,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,SARWAR KHAN,64.19672,31.07502,20,,,,,,,,,,,ANQAR
1201557,1557,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,TAJUKAN WA JAKZARER,64.21796000000001,31.02254,20,,,,,,,,,,,ANQAR
1201558,1558,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,20,,,,,,,,,,,ANQAR
1201559,1559,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,20,,,,,,,,,,,ANQAR
1201560,1560,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,20,,,,,,,,,,,ANQAR
1201561,1561,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,20,,,,,,,,,,,ANQAR
1201562,1562,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,31 SHARQI WALI  MOHAMMAD KALAY,64.33516,31.70294,20,,,,,,,,,,,ANQAR
1201563,1563,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,ABADULLAH YA HAJI KARIM,64.31528,31.71797,20,,,,,,,,,,,ANQAR
1201564,1564,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,ABDUL HALIM,64.28205,31.70385,20,,,,,,,,,,,ANQAR
1201630,1630,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KARAIZ WALANG,64.98779,32.3524,20,,,,,,,,,,,ANQAR
1201631,1631,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KARAIZ SAFID,65.01006,32.3851,20,,,,,,,,,,,ANQAR
1201632,1632,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,SABZI KAR,65.02261,32.34558,20,,,,,,,,,,,ANQAR
1201633,1633,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KOTE HULYA,65.05955,32.39011,20,,,,,,,,,,,ANQAR
1201634,1634,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,QALA GUL,65.09426000000001,32.3348,20,,,,,,,,,,,ANQAR
1201635,1635,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,JARCHE,65.10306,32.40403,20,,,,,,,,,,,ANQAR
1201636,1636,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,SAPAIDA,65.11758,32.3924,20,,,,,,,,,,,ANQAR
1201637,1637,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,MAR KHOR YA SUFLA WA HULYA,65.12089,32.36605,20,,,,,,,,,,,ANQAR
1201638,1638,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,SAR GINAK WA GAW DOZD,65.20182,32.3476,20,,,,,,,,,,,ANQAR
1201639,1639,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,SHAHBAZ KHAIL,65.06819,32.32109,20,,,,,,,,,,,ANQAR
1211511,1511,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town,See Three C-3,64.3832,31.6112,21,,,,,,,,,,,ANQAR
1211512,1512,4. South Western,6. RC S. West,27. Helmand,2. Town,F,345,Lashkar Gah town,Ahmad Shahi Mina,,,21,,,,,,,,,,,ANQAR
1211513,1513,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town,Nawi Safyan,,,21,,,,,,,,,,,ANQAR
1211514,1514,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Lashkar Gah rural,KHUSHAK YAR WA KAMAL,64.38303999999999,31.68695,21,,,,,,,,,,,ANQAR
1211515,1515,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Lashkar Gah rural,KHAN KHAIL KALAY,64.34532,31.67459,21,,,,,,,,,,,ANQAR
1211516,1516,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,SAR GHAR GAY,64.87332000000001,32.08863,21,,,,,,,,,,,ANQAR
1211517,1517,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,SHAKAR SHILA,64.84361,32.05776,21,,,,,,,,,,,ANQAR
1211518,1518,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,PAN KALA SHAMALY,64.82832999999999,32.0355,21,,,,,,,,,,,ANQAR
1211519,1519,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,MALMAND replaced with Koz Mullah Zai Ya Naso Zai,,,21,,,,,,,,,,,ANQAR
1211520,1520,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,MEHRAB KARAIZ,64.79921,32.35186,21,,,,,,,,,,,ANQAR
1211521,1521,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,KARAIZ DIH,64.80543,32.34475,21,,,,,,,,,,,ANQAR
1211522,1522,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,DAND,64.75426,32.33433,21,,,,,,,,,,,ANQAR
1211523,1523,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,LANDI,64.85169999999999,32.30619,21,,,,,,,,,,,ANQAR
1211524,1524,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,SAR GHAT,64.54633,32.81578,21,,,,,,,,,,,ANQAR
1211525,1525,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,CHAR BAND,64.60185,32.70507,21,,,,,,,,,,,ANQAR
1211526,1526,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,WACHA QOLBA,64.68259000000001,32.68294,21,,,,,,,,,,,ANQAR
1211527,1527,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,AKBAR KHAN NAWA,64.71742,32.72799,21,,,,,,,,,,,ANQAR
1211528,1528,4. South Western,6. RC S. West,27. Helmand,1. Village,F,417,Marjah,MARJA BLOCK 3-A,64.07736,31.44321,21,,,,,,,,,,,ANQAR
1211529,1529,4. South Western,6. RC S. West,27. Helmand,1. Village,M,417,Marjah,MARJA BLOCK 2-B,64.12148000000001,31.46088,21,,,,,,,,,,,ANQAR
1211530,1530,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Dishu replaced with Nawah-ye-Barakzai,WAKIL ISMAIL NAQELIN RUBAT,64.19808999999999,31.25163,21,,,,,,,,,,,ANQAR
1211531,1531,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Dishu replaced with Sangin,MIYAN ROADI replaced with Balo Zai,,,21,,,,,,,,,,,ANQAR
1211532,1532,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Washer replaced with Nad 'Ali,NAQEL ABAD,64.26928,31.69384,21,,,,,,,,,,,ANQAR
1211533,1533,4. South Western,6. RC S. West,27. Helmand,1. Village,M,417,Washer replaced with Marjah,MARJA BLOCK 1-C,64.12949,31.47509,21,,,,,,,,,,,ANQAR
1211534,1534,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,SHELA GIRISHK,64.53703,31.83586,21,,,,,,,,,,,ANQAR
1211535,1535,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,MAHAJIR ABAD,64.55858000000001,31.85887,21,,,,,,,,,,,ANQAR
1211536,1536,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,SAMAD KHAN KALAY,64.63227999999999,31.84592,21,,,,,,,,,,,ANQAR
1211537,1537,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,KAKARAN JUNOBI,64.64435,31.85089,21,,,,,,,,,,,ANQAR
1211538,1538,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,ROAD GHAARA,64.69482000000001,31.84654,21,,,,,,,,,,,ANQAR
1211539,1539,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,PAYEN QALA,64.70929,31.86544,21,,,,,,,,,,,ANQAR
1211540,1540,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,GUL AQA MOHAMMAD RAHIM,64.30163,31.39378,21,,,,,,,,,,,ANQAR
1211541,1541,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,NAQELIN SHARQI,64.30437000000001,31.38197,21,,,,,,,,,,,ANQAR
1211542,1542,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,HAJI MALANG KHAN,64.28483,31.37466,21,,,,,,,,,,,ANQAR
1211543,1543,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,ABDUL ZAHIR,64.2932,31.3377,21,,,,,,,,,,,ANQAR
1211544,1544,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,SAYYID GUL,64.25507,31.37128,21,,,,,,,,,,,ANQAR
1211545,1545,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,BALOCAN,64.18428,31.39341,21,,,,,,,,,,,ANQAR
1211546,1546,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,ABDUL SATAR,64.1829,31.05114,21,,,,,,,,,,,ANQAR
1211547,1547,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,HAJI AQBAL,64.17074,31.06293,21,,,,,,,,,,,ANQAR
1211548,1548,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,MOHAMMD OMER KHAN,64.16607000000001,31.07299,21,,,,,,,,,,,ANQAR
1211549,1549,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,HUSSAIN KHAIL DAR KHAIL,64.14992,30.9164,21,,,,,,,,,,,ANQAR
1211550,1550,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,KHOWAJA ABAD SULTAN MOHAMMAD,64.21288,30.99304,21,,,,,,,,,,,ANQAR
1211551,1551,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,SAYIDAN FAQERAN,64.14559,30.90208,21,,,,,,,,,,,ANQAR
1211552,1552,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,21,,,,,,,,,,,ANQAR
1211553,1553,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,21,,,,,,,,,,,ANQAR
1211554,1554,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,21,,,,,,,,,,,ANQAR
1211555,1555,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,21,,,,,,,,,,,ANQAR
1211556,1556,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,21,,,,,,,,,,,ANQAR
1211557,1557,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,21,,,,,,,,,,,ANQAR
1211558,1558,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,ZOR ABAD,64.22759000000001,31.69155,21,,,,,,,,,,,ANQAR
1211559,1559,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,SHEN KALAY JUNOBI,64.21446,31.63535,21,,,,,,,,,,,ANQAR
1211560,1560,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,GUROP 4,64.25288000000001,31.59595,21,,,,,,,,,,,ANQAR
1211561,1561,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,ARAB KHAIL KALAY,64.29875,31.65431,21,,,,,,,,,,,ANQAR
1211562,1562,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KARAIZ NOW,65.04935,32.42032,21,,,,,,,,,,,ANQAR
1211563,1563,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,SHAH PASSAND,64.9276,32.37381,21,,,,,,,,,,,ANQAR
1211564,1564,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,TAJOWI,64.94368,32.33987,21,,,,,,,,,,,ANQAR
1211630,1630,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,BALO,,,21,,,,,,,,,,,ANQAR
1211631,1631,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KOR GHO,64.90772,32.83848,21,,,,,,,,,,,ANQAR
1211632,1632,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,SANGINAK,64.9019,32.74419,21,,,,,,,,,,,ANQAR
1211633,1633,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KHUM BALAGH YA BARIKAW,65.09513,32.58354,21,,,,,,,,,,,ANQAR
1211634,1634,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,WACHA NAICHA,65.03771,32.43317,21,,,,,,,,,,,ANQAR
1211635,1635,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KARAIZ QAMBAIYAN,64.97708,32.35954,21,,,,,,,,,,,ANQAR
1211636,1636,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KOCENAI AW LOW TOORGHI,65.00712,32.39853,21,,,,,,,,,,,ANQAR
1211637,1637,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,HAJI KHAIL,65.02403,32.35501,21,,,,,,,,,,,ANQAR
1211638,1638,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,NAWI KARAIZ,65.05349,32.35629,21,,,,,,,,,,,ANQAR
1211639,1639,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,CHALTAN,65.06838000000001,32.40498,21,,,,,,,,,,,ANQAR
1221511,1511,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town,Qala Bust,64.357567,31.532092,22,,,,,,,,,,,ANQAR
1221512,1512,4. South Western,6. RC S. West,27. Helmand,2. Town,F,345,Lashkar Gah town,Nawi Safyan,,,22,,,,,,,,,,,ANQAR
1221513,1513,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town,Doctor Baqi Chawk,64.36074600000001,31.585361,22,,,,,,,,,,,ANQAR
1221514,1514,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,22,,,,,,,,,,,ANQAR
1221515,1515,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,22,,,,,,,,,,,ANQAR
1221516,1516,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,22,,,,,,,,,,,ANQAR
1221517,1517,4. South Western,6. RC S. West,27. Helmand,1. Village,M,343,Baghran,Intercept interviews,,,22,,,,,,,,,,,ANQAR
1221518,1518,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,HAJI WAZER,64.20403,31.07662,22,,,,,,,,,,,ANQAR
1221519,1519,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,NAQELEN LAGHMANI WA MOHAMMAD KARIM SAKHI DAD DARWATI,,,22,,,,,,,,,,,ANQAR
1221520,1520,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,WAKIL KHAN GUL WA ATA MOHAMMAD,64.13159,30.96106,22,,,,,,,,,,,ANQAR
1221521,1521,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,KHUAJA ABAD HAJI KHUDAY RAHAM,64.19655,30.98446,22,,,,,,,,,,,ANQAR
1221522,1522,4. South Western,6. RC S. West,27. Helmand,1. Village,F,342,Garm Ser,HAJI ROKHAN WA NAJEEBULLAH,64.17565000000001,30.98454,22,,,,,,,,,,,ANQAR
1221523,1523,4. South Western,6. RC S. West,27. Helmand,1. Village,M,342,Garm Ser,BAIR TAGAG SUFLA,64.08812,30.88194,22,,,,,,,,,,,ANQAR
1221524,1524,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,LOWARA JANGAHTO,64.86286,32.97151,22,,,,,,,,,,,ANQAR
1221525,1525,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KUSHTA JAGHATO,64.8503,32.94836,22,,,,,,,,,,,ANQAR
1221526,1526,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,WACHA NAICHA,65.03771,32.43317,22,,,,,,,,,,,ANQAR
1221527,1527,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KARAIZ QAMBAIYAN,64.97708,32.35954,22,,,,,,,,,,,ANQAR
1221528,1528,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KOCENAI AW LOW TOORGHI,65.00712,32.39853,22,,,,,,,,,,,ANQAR
1221529,1529,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Lashkar Gah rural,ALI SHER,64.38906,31.69588,22,,,,,,,,,,,ANQAR
1221530,1530,4. South Western,6. RC S. West,27. Helmand,1. Village,F,345,Lashkar Gah rural,PISARAN WA GHULLAM MOHAMMAD KALAY,64.34995000000001,31.6691,22,,,,,,,,,,,ANQAR
1221531,1531,4. South Western,6. RC S. West,27. Helmand,1. Village,F,417,Marjah,ABDUL KHALIQ KALAY,63.97093,31.50688,22,,,,,,,,,,,ANQAR
1221532,1532,4. South Western,6. RC S. West,27. Helmand,1. Village,M,417,Marjah,MARJA BLOCK 8-Q,64.07666,31.41735,22,,,,,,,,,,,ANQAR
1221533,1533,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,KAS OSMAN YA KAS M. AMIN,64.75752,32.59452,22,,,,,,,,,,,ANQAR
1221534,1534,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,KARAIZ KOSHANDA,64.73629,32.52458,22,,,,,,,,,,,ANQAR
1221535,1535,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,LOWAR KARAIZ JALJE,64.86411,32.33362,22,,,,,,,,,,,ANQAR
1221536,1536,4. South Western,6. RC S. West,27. Helmand,1. Village,M,347,Musa Qal'ah,CHAGHALI,64.79219999999999,32.2579,22,,,,,,,,,,,ANQAR
1221537,1537,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,WAKIL SHER MOHAMMAD KALAY,64.35164,31.71536,22,,,,,,,,,,,ANQAR
1221538,1538,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,GHARBI NARAY MANDA NAWI KALAY,64.27338,31.73375,22,,,,,,,,,,,ANQAR
1221539,1539,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,HAJI ABDULLAH JAN WA HALAM KHAN,64.29956,31.72314,22,,,,,,,,,,,ANQAR
1221540,1540,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,SULAIMAN KHAIL,64.15022999999999,31.53693,22,,,,,,,,,,,ANQAR
1221541,1541,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,QALA GAZ,64.79398000000001,32.00421,22,,,,,,,,,,,ANQAR
1221542,1542,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,HAJIYAN,64.77085,31.96422,22,,,,,,,,,,,ANQAR
1221543,1543,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,PAYEN QALA,64.67097,31.84594,22,,,,,,,,,,,ANQAR
1221544,1544,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,HAJI ABDUL MANAN KALAY,64.74124000000001,31.86373,22,,,,,,,,,,,ANQAR
1221545,1545,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,BARWAN,64.72492,31.90192,22,,,,,,,,,,,ANQAR
1221546,1546,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,SANDAR ZAI,64.53668999999999,31.78685,22,,,,,,,,,,,ANQAR
1221547,1547,4. South Western,6. RC S. West,27. Helmand,1. Village,F,340,Nahr-e Saraj,GHUNDI YA PAI GAW,64.50612,31.78197,22,,,,,,,,,,,ANQAR
1221548,1548,4. South Western,6. RC S. West,27. Helmand,1. Village,M,340,Nahr-e Saraj,GHALABA JANGAL YA GORA MUGHOL,64.49594999999999,31.74942,22,,,,,,,,,,,ANQAR
1221549,1549,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,DOST MOHAMMAD WA GUL MOHAMMAD,64.29279,31.42113,22,,,,,,,,,,,ANQAR
1221550,1550,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,KALAK-I-POTIYAN,64.35822,31.40683,22,,,,,,,,,,,ANQAR
1221551,1551,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,NAQELINI BILAK AWAL,64.34115,31.39909,22,,,,,,,,,,,ANQAR
1221552,1552,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,KAHAJERIN,64.26899,31.36104,22,,,,,,,,,,,ANQAR
1221553,1553,4. South Western,6. RC S. West,27. Helmand,1. Village,F,341,Nawah-ye-Barakzai,SHOR SHARAK OBAIDULLAH,64.16925000000001,31.28093,22,,,,,,,,,,,ANQAR
1221554,1554,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Nawah-ye-Barakzai,GUL AGHA KALAY,64.25796,31.30905,22,,,,,,,,,,,ANQAR
1221555,1555,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,TANBA,64.545,32.61153,22,,,,,,,,,,,ANQAR
1221556,1556,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,QALA BADAM,64.45407,32.52638,22,,,,,,,,,,,ANQAR
1221557,1557,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,DIH BALOCH,64.48263,32.39446,22,,,,,,,,,,,ANQAR
1221558,1558,4. South Western,6. RC S. West,27. Helmand,1. Village,M,348,Now Zad,WARKHA,64.61143,32.07721,22,,,,,,,,,,,ANQAR
1221559,1559,4. South Western,6. RC S. West,27. Helmand,1. Village,F,417,Reg-e Khan Neshin replaced with Marjah,MARJA BLOCK 10-B,64.06146,31.41702,22,,,,,,,,,,,ANQAR
1221560,1560,4. South Western,6. RC S. West,27. Helmand,1. Village,M,341,Reg-e Khan Neshin replaced with Nawah-ye-Barakzai,KAMAL KHAN,64.17744,31.23058,22,,,,,,,,,,,ANQAR
1221561,1561,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,SHAKAR SHILA,64.84361,32.05776,22,,,,,,,,,,,ANQAR
1221562,1562,4. South Western,6. RC S. West,27. Helmand,1. Village,M,346,Sangin,SARKHI KARAIZ,64.84239,32.03815,22,,,,,,,,,,,ANQAR
1221563,1563,4. South Western,6. RC S. West,27. Helmand,1. Village,M,345,Washer replaced with Lashkar Gah,KAMP MUKHTAR MALIK NASULLAH,64.36122,31.63378,22,,,,,,,,,,,ANQAR
1221564,1564,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Washer replaced with Nad 'Ali,KAMP,64.10977,31.51729,22,,,,,,,,,,,ANQAR
1221630,1630,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,SABZI KAR,65.02261,32.34558,22,,,,,,,,,,,ANQAR
1221631,1631,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,QASIM LOWAR,65.07337,32.39698,22,,,,,,,,,,,ANQAR
1221632,1632,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,NIACHA,65.13065,32.40481,22,,,,,,,,,,,ANQAR
1221633,1633,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KHOWJA AZIZ,65.10605,32.37216,22,,,,,,,,,,,ANQAR
1221634,1634,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,KHAK JAHANOM,65.10997,32.35542,22,,,,,,,,,,,ANQAR
1221635,1635,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,SHADKA LALAKO,65.18429,32.36213,22,,,,,,,,,,,ANQAR
1221636,1636,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,MURCH,65.1895,32.36549,22,,,,,,,,,,,ANQAR
1221637,1637,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,ALI ABAD,64.98089,32.32976,22,,,,,,,,,,,ANQAR
1221638,1638,4. South Western,6. RC S. West,27. Helmand,1. Village,M,344,Kajaki,NALAN,64.9783,32.28615,22,,,,,,,,,,,ANQAR
1231511,1511,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town,De Nawe Mahlimino Numri,64.38262,31.59762,23,,,,,,,,,,,ANQAR
1231512,1512,4. South Western,6. RC S. West,27. Helmand,2. Town,F,345,Lashkar Gah town,Doctor Baqi Chawk,64.36075,31.58536,23,,,,,,,,,,,ANQAR
1231513,1513,4. South Western,6. RC S. West,27. Helmand,2. Town,M,345,Lashkar Gah town,Mukhtar,64.35673,31.60744,23,,,,,,,,,,,ANQAR
1231514,1514,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,GUROP 4,64.25288,31.59595,23,,,,,,,,,,,ANQAR
1231515,1515,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,ZARGHON KALAY SULIMAN KHAIL,64.26888,31.65087,23,,,,,,,,,,,ANQAR
1231516,1516,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,AGHA JAN KALAY,64.35611,31.72466,23,,,,,,,,,,,ANQAR
1231517,1517,4. South Western,6. RC S. West,27. Helmand,1. Village,M,339,Nad 'Ali,SHAGI BILAND DAW,64.1921,31.60351,23,,,,,,,,,,,ANQAR
1231518,1518,4. South Western,6. RC S. West,27. Helmand,1. Village,F,339,Nad 'Ali,MARKAZI NAD ALI,64.23845,31.64215,23,,,,,,,,,,,ANQAR
